species,type,english_name
Crithmum maritimum,Angiosperm,Rock Samphire
Spergularia rupicola,Angiosperm,Rock Sea-spurrey
Carex rupestris,Angiosperm,Rock Sedge
Veronica fruticans,Angiosperm,Rock Speedwell
Monticola saxatilis,Bird,Rock Thrush
Sorbus rupicola,Angiosperm,Rock Whitebeam
Draba norvegica,Angiosperm,Rock Whitlowgrass
Capreolus capreolus,Mammal,Roe deer
Coracias garrulus,Bird,Roller
Corvus frugilegus,Bird,Rook
Hymenopellis radicata,Fungus,Rooting Shank
Rosa caesia caesia x mollis,Angiosperm,Rosa caesia caesia x mollis
Rosa caesia vosagiaca x sherardii,Angiosperm,Rosa caesia vosagiaca x sherardii
Rosa caesia x sherardii,Angiosperm,Rosa caesia x sherardii
Rosa canina x sherardii = R. x rothschildii,Angiosperm,Rosa canina x sherardii = R. x rothschildii
Rosa sherardii x rubiginosa = R. x suberecta,Angiosperm,Rosa sherardii x rubiginosa = R. x suberecta
Rosa spinosissima x mollis = R. x sabinii,Angiosperm,Rosa spinosissima x mollis = R. x sabinii
Phragmidium mucronatum,Fungus,Rose Rust
Sterna dougallii,Bird,Roseate Tern
Chamerion angustifolium,Angiosperm,Rosebay Willowherb
Pheucticus ludovicianus,Bird,Rose-breasted Grosbeak
Pastor roseus,Bird,Rose-coloured Starling
Sedum rosea,Angiosperm,Roseroot
Rosa,Angiosperm,Roses
Rhodostethia rosea,Bird,Rosss Gull
Litoligia literosa,Moth,Rosy Minor
Hydraecia micacea,Moth,Rosy Rustic
Androniscus dentiger,Isopod,Rosy Woodlouse
Chaerophyllum temulum,Angiosperm,Rough Chervil
Trifolium scabrum,Angiosperm,Rough Clover
Symphytum asperum,Angiosperm,Rough Comfrey
Leontodon hispidus,Angiosperm,Rough Hawkbit
Crepis biennis,Angiosperm,Rough Hawks-beard
Equisetum hyemale,Horsetail,Rough Horsetail
Poa trivialis,Angiosperm,Rough Meadow-grass
Buteo lagopus,Bird,Rough-legged Buzzard
Brachythecium rutabulum,Moss,Rough-stalked Feather-moss
Neogobius melanostomus,Fish,Round goby
Discus (Gonyodiscus) rotundatus,Snail,Rounded Snail
Grimmia orbicularis,Moss,Round-fruited Grimmia
Juncus compressus,Angiosperm,Round-fruited Rush
Geranium rotundifolium,Angiosperm,Round-leaved Cranes-bill
Ranunculus omiophyllus,Angiosperm,Round-leaved Crowfoot
Drosera rotundifolia,Angiosperm,Round-leaved Sundew
Pyrola rotundifolia,Angiosperm,Round-leaved Wintergreen
Sorbus aucuparia,Tree,Rowan
Osmunda regalis,Fern,Royal Fern
Thalasseus maximus,Bird,Royal Tern
Rozites caperata,Fungus,Rozites caperata
Rubus dasyphyllus,Angiosperm,Rubus dasyphyllus
Rubus eboracensis,Angiosperm,Rubus eboracensis
Rubus idaeus x vitifolius,Angiosperm,Rubus idaeus x vitifolius
Rubus latifolius,Angiosperm,Rubus latifolius
Rubus leptothyrsos,Angiosperm,Rubus leptothyrsos
Rubus nemoralis,Angiosperm,Rubus nemoralis
Rubus polyanthemus,Angiosperm,Rubus polyanthemus
Rubus tuberculatus,Angiosperm,Rubus tuberculatus
Phragmatobia fuliginosa,Moth,Ruby Tiger
Corthylio calendula,Bird,Ruby-crowned Kinglet
Oxyura jamaicensis,Bird,Ruddy Duck
Tadorna ferruginea,Bird,Ruddy Shelduck
Saxifraga tridactylites,Angiosperm,Rue-leaved Saxifrage
Calidris pugnax,Bird,Ruff
Oligia versicolor,Moth,Rufous Minor
Larvivora sibilans,Bird,Rufous-tailed Robin
Rumex conglomeratus x obtusifolius = R. x abortivus,Angiosperm,Rumex conglomeratus x obtusifolius = R. x abortivus
Rumex crispus subsp. littoreus,Angiosperm,Rumex crispus subsp. littoreus
Rumex crispus x obtusifolius = R. x pratensis,Angiosperm,Rumex crispus x obtusifolius = R. x pratensis
Rumex longifolius x obtusifolius = R. x hybridus,Angiosperm,Rumex longifolius x obtusifolius = R. x hybridus
Rumex sanguineus x obtusifolius = R. x dufftii,Angiosperm,Rumex sanguineus x obtusifolius = R. x dufftii
Rumex stenophyllus,Angiosperm,Rumex stenophyllus
Curruca ruppeli,Bird,Rüppells Warbler
Juncaceae,Angiosperm,Rushes
Festuca arenaria,Angiosperm,Rush-leaved Fescue
Lupinus arboreus x polyphyllus = L. x regalis,Angiosperm,Russell Lupin
Carex saxatilis,Angiosperm,Russet Sedge
Symphytum officinale x asperum = S. x uplandicum,Angiosperm,Russian Comfrey
Acroptilon repens,Angiosperm,Russian knapweed
Russula cyanoxantha,Fungus,Russula cyanoxantha
Russula nitida,Fungus,Russula nitida
Russula ochroleuca,Fungus,Russula ochroleuca
Russula xerampelina,Fungus,Russula xerampelina
Hoplodrina blanda,Moth,Rustic
Emberiza rustica,Bird,Rustic Bunting
Apamea sordens,Moth,Rustic Shoulder-knot
Campylopus flexuosus,Moss,Rusty Swan-neck Moss
Salix cinerea subsp. oleifolia,Tree,Rusty Willow
Ceterach officinarum,Fern,Rustyback
Xema sabini,Bird,Sabines Gull
Sacculina carcini,Barnacle,Sacculina carcini
Salix udensis,Tree,Sachalin Willow
Anomia ephippium,Scallop,Saddle Oyster
Lactarius deliciosus,Fungus,Saffron milk-cap
Sagina apetala subsp. apetala,Angiosperm,Sagina apetala subsp. apetala
Pollachius virens,Fish,Saithe
Poterium sanguisorba,Angiosperm,Salad Burnet
Sanguisorba minor,Angiosperm,Salad Burnet
Salix caprea subsp. caprea,Tree,Salix caprea subsp. caprea
Salix cinerea x aurita = S. x multinervis,Tree,Salix cinerea x aurita = S. x multinervis
Salix cinerea x repens = S. x subsericea,Tree,Salix cinerea x repens = S. x subsericea
Cirrhia icteritia,Moth,Sallow
Furcula furcula,Moth,Sallow Kitten
Gyrodactylus salaris ,Angiosperm,Salmon fluke 
Rubus spectabilis,Angiosperm,Salmonberry
Tamarix ramosissima,Angiosperm,Saltceder
Blysmus rufus,Angiosperm,Saltmarsh Flat-sedge
Juncus gerardii,Angiosperm,Saltmarsh Rush
Spartina patens,Angiosperm,Saltmeadow cordgrass
Salsola kali,Angiosperm,Saltwort
Silene conica,Angiosperm,Sand Catchfly
Phleum arenarium,Angiosperm,Sand Cats-tail
Elytrigia juncea,Angiosperm,Sand Couch
Romulea columnae,Angiosperm,Sand Crocus
Agrotis ripae,Moth,Sand Dart
Mya arenaria,Clam,Sand Gaper
Allium scorodoprasum,Angiosperm,Sand Leek
Riparia riparia,Bird,Sand Martin
Lanice conchilega,Worm,Sand Mason
Carex arenaria,Angiosperm,Sand Sedge
Bromus hordeaceus subsp. thominei,Grass,Sand Soft-brome
Spergularia rubra,Angiosperm,Sand Spurrey
Bryum warneum,Moss,Sand Thread-moss
Calidris alba,Bird,Sanderling
Antigone canadensis,Bird,Sandhill Crane
Syntrichia ruraliformis,Moss,Sand-hill Screw-moss
Thalasseus sandvicensis,Bird,Sandwich Tern
Perizoma flavofasciata,Moth,Sandy Carpet
Onobrychis viciifolia,Angiosperm,Sanfoin
Sanicula europaea,Angiosperm,Sanicle
Sarcodon imbricatum,Fungus,Sarcodon imbricatum
Curruca melanocephala,Bird,Sardinian Warbler
Sargassum,Alga (marine),Sargassum species
Eupsilia transversa,Moth,Satellite
Eupithecia satyrata,Moth,Satyr Pug
Passerculus sandwichensis,Bird,Savannah Sparrow
Locustella luscinioides,Bird,Savis Warbler
Serratula tinctoria,Angiosperm,Saw-wort
Odontopera bidentata,Moth,Scalloped Hazel
Falcaria lacertinaria,Moth,Scalloped Hook-tip
Crocallis elinguaria,Moth,Scalloped Oak
Dryopteris remota,Fern,Scaly Buckler-fern
Dryopteris affinis,Fern,Scaly Male-fern
Anthus petrosus littoralis,Bird,Scandinavian Rock Pipit
Calamagrostis purpurea,Angiosperm,Scandinavian Small-reed
Coccinella magnifica,Ladybird,Scarce 7-spot ladybird
Helicoverpa armigera,Moth,Scarce Bordered Straw
Odontosia carmelita,Moth,Scarce Prominent
Agriopis aurantiaria,Moth,Scarce Umber
Sarcoscypha coccinea,Fungus,Scarlet elf cup
Hygrocybe coccinea,Fungus,Scarlet hood
Anagallis arvensis,Angiosperm,Scarlet Pimpernel
Piranga olivacea,Bird,Scarlet Tanager
Scathophaga calida,Fly,Scathophaga calida
Scathophaga litorea,Fly,Scathophaga litorea
Scathophaga stercoraria,Fly,Scathophaga stercoraria
Aythya marila,Bird,Scaup
Matricaria recutita,Angiosperm,Scented Mayweed
Tripleurospermum inodorum,Angiosperm,Scentless Mayweed
Scolelepis (Scolelepis) squamata,Worm,Scolelepis (Scolelepis) squamata
Scolopostethus affinis,True bug,Scolopostethus affinis
Calonectris diomedia,Bird,Scopolis Shearwater
Otus scops,Bird,Scops Owl
Carex atrofusca,Angiosperm,Scorched Alpine-sedge
Ligdia adustata,Moth,Scorched Wing
Phacelia tanacetifolia,Angiosperm,Scorpion Weed
Erebia aethiops,Butterfly,Scotch Argus
Ligusticum scoticum,Angiosperm,Scots Lovage
Pinus sylvestris,Tree,Scots Pine
Tofieldia pusilla,Angiosperm,Scottish Asphodel
Loxia scotica,Bird,Scottish Crossbill
Rumex aquaticus,Angiosperm,Scottish Dock
Primula scotica,Angiosperm,Scottish Primrose
Calamagrostis scotica,Angiosperm,Scottish Small-reed
Cochlearia,Angiosperm,Scurvy grasses
Scytosiphon lomentaria,Alga (marine),Scytosiphon lomentaria
Triglochin maritimum,Angiosperm,Sea Arrowgrass
Aster tripolium,Angiosperm,Sea Aster
Hordeum marinum,Angiosperm,Sea Barley
Dicentrarchus labrax,Fish,Sea Bass
Delesseria sanguinea,Alga (marine),Sea Beech
Beta vulgaris subsp. maritima,Angiosperm,Sea Beet
Laminaria saccharina,Alga (marine),Sea Belt
Calystegia soldanella,Angiosperm,Sea Bindweed
Petrobius maritimus,Silverfish,Sea Bristletail
Silene uniflora,Angiosperm,Sea Campion
Bolboschoenus maritimus,Angiosperm,Sea Club-rush
Elytrigia atherica,Angiosperm,Sea Couch
Catapodium marinum,Angiosperm,Sea Fern-grass
Pleurobrachia pileus,Comb jelly,Sea Gooseberry
Ramalina siliquosa,Lichen,Sea Ivory
Polygonum maritimum,Angiosperm,Sea Knotgrass
Chorda filum,Alga (marine),Sea Lace
Ulva fenestrata,Alga (marine),Sea Lettuce
Ulva lactuca,Alga (marine),Sea Lettuce
Membranipora membranacea,Bryozoa,Sea Mat
Tripleurospermum maritimum,Angiosperm,Sea Mayweed
Aphrodita aculeata,Worm,Sea Mouse
Cerastium diffusum,Angiosperm,Sea Mouse-ear
Halidrys siliquosa,Alga (marine),Sea Oak
Lathyrus japonicus,Angiosperm,Sea Pea
Sagina maritima,Angiosperm,Sea Pearlwort
Plantago maritima,Angiosperm,Sea Plantain
Echinocardium cordatum,Sea urchin,Sea potato
Raphanus raphanistrum subsp. maritimus,Angiosperm,Sea Radish
Cakile maritima,Angiosperm,Sea Rocket
Juncus maritimus,Angiosperm,Sea Rush
Honckenya peploides,Angiosperm,Sea Sandwort
Taurulus bubalis,Fish,Sea Scorpion
Asplenium marinum,Fern,Sea Spleenwort
Euphorbia paralias,Angiosperm,Sea Spurge
Erodium maritimum,Angiosperm,Sea Storks-bill
Himanthalia elongata,Alga (marine),Sea Thong
Salmo trutta subsp. trutta,Fish,Sea Trout
Seriphidium maritimum,Angiosperm,Sea Wormwood
Hippophae rhamnoides,Angiosperm,Sea-buckthorn
Eryngium maritimum,Angiosperm,Sea-holly
Crambe maritima,Angiosperm,Sea-kale
Limonium recurvum,Angiosperm,Sea-lavender_sp_ recurvens
Glaux maritima,Angiosperm,Sea-milkwort
Atriplex portulacoides,Angiosperm,Sea-purslane
Centaurium littorale,Angiosperm,Seaside Centaury
Erigeron glaucus,Angiosperm,Seaside Daisy
Schistidium maritimum,Moss,Seaside Grimmia
Acrocephalus schoenobaenus,Bird,Sedge Warbler
Cyperaceae,Angiosperm,Sedges
Balaenoptera borealis,Mammal,Sei whale
Prunella vulgaris,Angiosperm,Selfheal
Charadrius semipalmatus,Bird,Semipalmated Plover
Calidris pusilla,Bird,Semipalmated Sandpiper
Sepedophilus nigripennis,Beetle,Sepedophilus nigripennis
Sepsis fulgens,Fly,Sepsis fulgens
Sepsis punctum,Fly,Sepsis punctum
Lobophora halterata,Moth,Seraphim
Sericostoma personatum,Caddisfly,Sericostoma personatum
Serinus serinus,Bird,Serin
Orthilia secunda,Angiosperm,Serrated Wintergreen
Sorbus domestica,Tree,Service-tree
Schistidium apocarpum,Liverwort,Sessile Grimmia
Quercus petraea,Tree,Sessile Oak
Xestia c-nigrum,Moth,Setaceous Hebrew Character
Scotopteryx chenopodiata,Moth,Shaded Broad-bar
Equisetum pratense,Horsetail,Shady Horsetail
Gulosus aristotelis,Bird,Shag
Phalacrocorax aristotelis,Bird,Shag
Coprinus comatus,Fungus,Shaggy Inkcap
Macrolepiota rhacodes,Fungus,Shaggy parasol
Lipophrys pholis,,Shanny
Cucullia umbratica,Moth,Shark
Juncus acutiflorus,Angiosperm,Sharp-flowered Rush
Calidris acuminata,Bird,Sharp-tailed Sandpiper
Lewinskya striata,Moss,Shaws Bristle-moss
Hada plebeja,Moth,Shears
Carex vaginata,Angiosperm,Sheathed Sedge
Rumex acetosella,Angiosperm,Sheeps Sorrel
Jasione montana,Angiosperm,Sheeps-bit
Festuca ovina,Angiosperm,Sheeps-fescue
Tadorna tadorna,Bird,Shelduck
Teesdalia nudicaulis,Angiosperm,Shepherds Cress
Capsella bursa-pastoris,Angiosperm,Shepherds Purse
Scandix pecten-veneris,Angiosperm,Shepherds-needle
Rosa sherardii,Angiosperm,Sherards Downy-rose
Cerastium nigrescens,Angiosperm,Shetland Mouse-ear
Pilosella flagellaris,Angiosperm,Shetland Mouse-ear-hawkweed
Potamogeton rutilus,Angiosperm,Shetland Pondweed
Geranium lucidum,Angiosperm,Shining Cranes-bill
Hookeria lucens,Moss,Shining Hookeria
Potamogeton lucens,Angiosperm,Shining Pondweed
Cotoneaster lucidus,Angiosperm,Shiny cotoneaster
Salicornia nitens,Angiosperm,Shiny Glasswort
Eremophila alpestris,Bird,Shore Lark
Mythimna litoralis,Moth,Shore Wainscot
Littorella uniflora,Angiosperm,Shoreweed
Limnodromus griseus,Bird,Short-billed Dowitcher
Asio flammeus,Bird,Short-eared Owl
Epilobium obscurum,Angiosperm,Short-fruited Willowherb
Circaetus gallicus,Bird,Short-toed Eagle
Calandrella brachydactyla,Bird,Short-toed Lark
Earophila badiata,Moth,Shoulder Stripe
Leucania comma,Moth,Shoulder-striped Wainscot
Spatula clypeata,Bird,Shoveler
Bombus sylvarum,Bumblebee,Shrill Carder Bee
Agrotis puta,Moth,Shuttle-shaped Dart
Sibbaldia procumbens,Angiosperm,Sibbaldia
Prunella montanella,Bird,Siberian Accentor
Larvivora cyane,Bird,Siberian Blue Robin
Geranium sibiricum,Angiosperm,Siberian cranesbill
Calliope calliope,Bird,Siberian Rubythroat
Dendrolimus sibiricus,Moth,Siberian silkmoth
Saxicola maurus,Bird,Siberian Stonechat
Geokichla sibirica,Bird,Siberian Thrush
Sigara (Pseudovermicorixa) nigrolineata,True bug,Sigara (Pseudovermicorixa) nigrolineata
Sigara (Sigara) dorsalis,True bug,Sigara (Sigara) dorsalis
Sigara (Subsigara) distincta,True bug,Sigara (Subsigara) distincta
Sigara (Subsigara) falleni,Moth,Sigara (Subsigara) falleni
Sigara (Vermicorixa) lateralis,True bug,Sigara (Vermicorixa) lateralis
Cervus nippon,Mammal,Sika deer
Silene latifolia subsp. alba,Angiosperm,Silene latifolia subsp. alba
Silene vulgaris subsp. vulgaris,Angiosperm,Silene vulgaris subsp. vulgaris
Limonium hyblaeum,Angiosperm,Silican sea lavender
Dicranella heteromalla,Moss,Silky Forklet-moss
Homalothecium sericeum,Moss,Silky Wall Feather-moss
Salix viminalis x cinerea = S. x holosericea,Tree,Silky-leaved Osier
Silometopus ambiguus,Beetle,Silometopus ambiguus
Betula pendula,Tree,Silver Birch
Arion (Carinarion) circumscriptus silvaticus,Slug,Silver False-keeled Slug
Aira caryophyllea,Angiosperm,Silver Hair-grass
Autographa gamma,Moth,Silver Y
Xanthorhoe montanata,Moth,Silver-ground Carpet
Bryum argenteum,Moss,Silver-moss
Potentilla anserina,Angiosperm,Silverweed
Idaea dimidiata,Moth,Single-dotted Wave
Siriella armata,Copepod,Siriella armata
Spinus spinus,Bird,Siskin
Picea sitchensis,Gymnosperm,Sitka Spruce
Zygaena filipendulae,Moth,Six-spot Burnet
Elatine hexandra,Angiosperm,Six-stamened Waterwort
Xestia sexstrigata,Moth,Six-striped Rustic
Ips sexdentatus ,Moth,six-toothed bark beetle
Skeneopsis planorbis,Sea snail,Skeneopsis planorbis
Scutellaria galericulata,Angiosperm,Skullcap
Alauda arvensis,Bird,Skylark
Podiceps auritus,Bird,Slavonian Grebe
Apamea scolopacina,Moth,Slender Brindle
Isolepis cernua,Angiosperm,Slender Club-rush
Najas flexilis,Angiosperm,Slender Naiad
Aphanes australis,Angiosperm,Slender Parsley-piert
Aphanes inexspectata,Angiosperm,Slender Parsley-piert
Eupithecia tenuiata,Moth,Slender Pug
Arenaria serpyllifolia subsp. leptoclados,Angiosperm,Slender Sandwort
Carex lasiocarpa,Angiosperm,Slender Sedge
Veronica filiformis,Angiosperm,Slender Speedwell
Eleocharis uniglumis,Angiosperm,Slender Spike-rush
Rubus elegantispinosus,Angiosperm,Slender Spined Bramble
Hypericum pulchrum,Angiosperm,Slender St Johns-wort
Gyroweisia tenuis,Moss,Slender Stubble-moss
Carduus tenuiflorus,Angiosperm,Slender Thistle
Trifolium micranthum,Angiosperm,Slender Trefoil
Carex acuta,Angiosperm,Slender Tufted-sedge
Potamogeton filiformis,Angiosperm,Slender-leaved Pondweed
Crepidula fornicata ,Angiosperm,Slipper limpet
Suillus luteus,Fungus,Slippery Jack
Cochlicopa cf. lubrica,Snail,Slippery Moss Snail
Anguis fragilis,Reptile,Slow worm
Glaucomaria rupicola var. rupicola,Lichen,Slow-Growing Lichen
Ophioglossum azoricum,Fern,Small Adders-tongue
Euplexia lucipara,Moth,Small Angle Shades
Epirrhoe tristata,Moth,Small Argent & Sable
Impatiens parviflora,Angiosperm,Small Balsam
Lasius niger,Ant,Small Black Ant
Cupido minimus,Butterfly,Small Blue
Apamea unanimis,Moth,Small Clouded Brindle
Lycaena phlaeas,Butterfly,Small Copper
Melampyrum sylvaticum,Angiosperm,Small Cow-wheat
Vaccinium microcarpum,Angiosperm,Small Cranberry
Filago minima,Angiosperm,Small Cudweed
Photedes minima,Moth,Small Dotted Buff
Idaea seriata,Moth,Small Dusty Wave
Deilephila porcellus,Moth,Small Elephant Hawk-moth
Herminia grisealis,Moth,Small Fan-foot
Idaea biselata,Moth,Small Fan-footed Wave
Phyllobius roboretanus,Beetle,Small Green Nettle Weevil
Coenonympha pamphilus,Butterfly,Small Heath
Urtica urens,Angiosperm,Small Nettle
Nedyus quadrimaculatus,Beetle,Small Nettle Weevil
Boloria selene,Butterfly,Small Pearl-bordered Fritillary
Melarhaphe neritoides,Sea snail,Small Periwinkle
Ecliptopera silaceata,Moth,Small Phoenix
Potamogeton berchtoldii,Angiosperm,Small Pondweed
Orthosia cruda,Moth,Small Quaker
Ononis reclinata,Angiosperm,Small Restharrow
Perizoma alchemillata,Moth,Small Rivulet
Scabiosa columbaria,Angiosperm,Small Scabious
Diarsia rubi,Moth,Small Square-spot
Glyceria declinata,Angiosperm,Small Sweet-grass
Chaenorhinum minus,Angiosperm,Small Toadflax
Aglais urticae,Butterfly,Small Tortoiseshell
Denticucullus pygmina,Moth,Small Wainscot
Persicaria minor,Angiosperm,Small Water-pepper
Pieris rapae,Butterfly,Small White
Hydrelia flammeolaria,Moth,Small Yellow Wave
Phleum bertolonii,Angiosperm,Smaller Cats-tail
Ranunculus parviflorus,Angiosperm,Small-flowered Buttercup
Silene gallica,Angiosperm,Small-flowered Catchfly
Geranium pusillum,Angiosperm,Small-flowered Cranes-bill
Centaurea diffusa,Angiosperm,Small-flowered star-thistle
Rosa micrantha,Angiosperm,Small-flowered Sweet-briar
Carex muricata subsp. pairae,Grass,Small-fruited Prickly-Angiosperm
Tilia cordata,Tree,Small-leaved Lime
Pseudorchis albida,Angiosperm,Small-white Orchid
Osmerus eperlanus,Fish,Smelt
Mergellus albellus,Bird,Smew
Lepidium heterophyllum,Angiosperm,Smiths Pepperwort
Mythimna impura,Moth,Smoky Wainscot
Dosinia lupinus,Clam,Smooth Artemis
Bromus racemosus,Angiosperm,Smooth Brome
Hypochaeris glabra,Angiosperm,Smooth Cats-ear
Aegopinella nitidula,Snail,Smooth Glass Snail
Crepis capillaris,Angiosperm,Smooth Hawks-beard
Milax gagates,Slug,Smooth Jet Slug
Alchemilla glabra,Angiosperm,Smooth Ladys-mantle
Poa pratensis,Angiosperm,Smooth Meadow-grass
Lissotriton vulgaris,Amphibian,Smooth Newt
Sonchus oleraceus,Angiosperm,Smooth Sow-thistle
Vicia tetrasperma,Angiosperm,Smooth Tare
Ulmus minor var minor,Tree,Smooth-leaved Elm
Carex laevigata,Angiosperm,Smooth-stalked Sedge
Entelurus aequoreus,Fish,Snake Pipefish
Antirrhinum majus,Angiosperm,Snapdragon
Achillea ptarmica,Angiosperm,Sneezewort
Gallinago gallinago,Bird,Snipe
Heracleum sosnowskyi,Angiosperm,Snosnowskyis hogweed
Hypena proboscidalis,Moth,Snout
Plectrophenax nivalis,Bird,Snow Bunting
Anser caerulescens,Bird,Snow Goose
Sagina nivalis,Angiosperm,Snow Pearlwort
Symphoricarpos albus,Angiosperm,Snowberry
Symphoricarpos,Tree,snowberry 
Galanthus nivalis,Angiosperm,Snowdrop
Cerastium tomentosum,Angiosperm,Snow-in-summer
Egretta thula,Bird,Snowy Egret
Bubo scandiacus,Bird,Snowy Owl
Hygrophorus niveus,Fungus,Snowy wax cap
Cuphophyllus virgineus var. virgineus,Fungus,Snowy Waxcap
Saponaria officinalis,Angiosperm,Soapwort
Vanellus gregarius,Bird,Sociable Plover
Bromus hordeaceus,Angiosperm,Soft Brome
Rosa mollis,Angiosperm,Soft Downy-rose
Polystichum setiferum,Fern,Soft Shield-fern
Juncus effusus,Angiosperm,Soft-rush
Tringa solitaria,Bird,Solitary Sandpiper
Polygonatum,Angiosperm,Solomons Seals
Somateria mollissima mollissima,Bird,Somateria mollissima mollissima
Melospiza melodia,Bird,Song Sparrow
Turdus philomelos,Bird,Song Thrush
Ardenna grisea,Bird,Sooty Shearwater
Onychoprion fuscatus,Bird,Sooty Tern
Pipistrellus pygmaeus,Mammal,Soprano pipistrelle
Porzana carolina,Bird,Sora Rail
Prunus cerasus,Tree,Sour Cherry
Elodea callitrichoides,Angiosperm,South American waterweed
Caenoplana variegata (formerly known as C. bicolor) ,Beetle,Southampton Worm 
Phalacrocorax carbo sinensis,Bird,Southern Cormorant
Aeshna cyanea,Dragonfly,Southern Hawker
Polypodium cambricum,Fern,Southern Polypody
Mesoplodon bidens,Mammal,Sowerbys Beaked whale
Tandonia sowerbyi,Slug,Sowerbys Keeled Slug
Passer hispaniolensis,Bird,Spanish Sparrow
Accipiter nisus,Bird,Sparrowhawk
Mentha spicata,Angiosperm,Spear Mint
Cirsium vulgare,Angiosperm,Spear Thistle
Atriplex prostrata,Angiosperm,Spear-leaved Orache
Eurydice pulchra,Isopod,Speckled Sea Louse
Pararge aegeria,Butterfly,Speckled Wood
Pseudopanthera macularia,Moth,Speckled Yellow
Abrostola tripartita,Moth,Spectacle
Physeter macrocephalus,Mammal,Sperm whale
Spermothamnion repens,Alga (marine),Spermothamnion repens
